ARC DT

Purchase Bills
Vendor:,All Vendors
Tax%:,All Taxes
From Date:,08/01/2019
To Date:,31/08/2019
Tax Component Break Up:,No
UOM:,Base UOM
Bill ID,Bill Date,CreditTerm,Payment Date,InvoiceReference,Vendor,Gross Amount,Tax Amount,Trade Discount%,Trade Discount Amount,Inv Disc% Total,Inv Disc/Unit Total,Othr Disc% Total,Othr Disc/Unit Total,Product Discount Amount,Adjustment Amount,Adjusted Amount,Net Amount,GRNID,GRN DATE,Status,Original Bill,Branch,ST,CST,Tax Type,GSTINOfVendor,FromStatecode,ToStatecode,ODNumber,Item Code,Item Name,Batch,Expiry,UOM,Quantity,PFM,Net PTS,Original PTS,PTR,MRP Per Pack,Goods Value,Gross Amount,Total Discount%,Total Discount/Unit,Inv Disc%,Inv Disc% Amt,Inv Disc/Unit,Inv Disc/Unit Amt,Inv Disc Total,Othr Disc%,Othr Disc% Amt,Othr Disc/Unit,Othr Disc/Unit Amt,Othr Disc Total,Product Discount Amount,Surcharge,Tax Suffered,Tax Amount,Total,HSNCode
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FD2126N,AASHIRVAAD ATTA-5KG SELECT_FD2126N,06A300719-1120,,KG,120.00,45.34,44.07,45.34,46.70,290.00,5440.80,5288.46,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,152.34,0.00,0.00,152.34,152.34,0.00,0.00,264.42,5552.88,1101
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FDF100052,AASHVD SVASTI COW GHEE 50ML PCH_FDF100052,MGC110G191-1833,,L,24.00,513.40,499.02,513.40,530.65,34.00,12321.60,11976.60,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,345.00,0.00,0.00,345.00,345.00,0.00,0.00,1437.19,13413.79,0405
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FDF100102,AASHVD SVASTI COW GHEE 100ML PCH_FDF100102,MGC106F191-1834,,L,24.00,483.20,469.67,483.20,499.44,64.00,11596.80,11272.09,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,324.71,0.00,0.00,324.71,324.71,0.00,0.00,1352.65,12624.74,0405
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FDF101202,AASHVD PURE COW GHEE 200ML PET_FDF101202,MGC111F191-1835,,L,60.00,480.64,467.18,480.64,496.79,124.00,28838.40,28030.92,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,807.48,0.00,0.00,807.48,807.48,0.00,0.00,3363.71,31394.64,0405
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FDF101502B,AASHVD PURECOW GHEE500ML CONTR PR_FDF101502B,MGC118F191-1836,,L,24.00,449.63,437.04,449.63,464.74,290.00,10791.12,10488.97,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,302.15,0.00,0.00,302.15,302.15,0.00,0.00,1258.68,11747.64,0405
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FDF101502B,AASHVD PURECOW GHEE500ML CONTR PR_FDF101502B,MGC119F191-1837,,L,36.00,449.63,437.04,449.63,464.74,290.00,16186.68,15733.45,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,453.23,0.00,0.00,453.23,453.23,0.00,0.00,1888.01,17621.47,0405
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FDF111004,AASHVD PURE COW GHEE 1LIT PET_FDF111004,MGC120F191-1838,,L,24.00,441.87,429.50,441.87,456.72,570.00,10604.88,10307.94,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,296.94,0.00,0.00,296.94,296.94,0.00,0.00,1236.95,11544.90,0405
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FN1205GA,YIPPEE MAGIC MASALA NOODLES 32.5G_FN1205GA,D17JUL19-1839,,KG,57.33,124.42,120.94,124.42,128.60,5.00,7133.00,6933.27,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,199.72,0.00,0.00,199.72,199.72,0.00,0.00,831.99,7765.27,1902
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FXN200009,NO RULZ RS.5 TOMATO FREE TOY_FXN200009,M25JUL19-1830,,KG,18.00,263.10,255.73,263.10,271.94,5.00,4735.80,4603.20,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,132.60,0.00,0.00,132.60,132.60,0.00,0.00,552.38,5155.58,2106
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FA9851Q,MAD ANGLES RS.5 ACHAARI_FA9851Q,E25JUL19-160,,KG,6.48,219.25,213.11,219.25,226.62,5.00,1420.74,1380.96,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,39.78,0.00,0.00,39.78,39.78,0.00,0.00,165.72,1546.67,2106
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FA9852O,MAD ANGLES RS.10 ACHAARI_FA9852O,E25JUL19-180,,KG,8.64,197.33,191.80,197.33,203.96,10.00,1704.93,1657.19,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,47.74,0.00,0.00,47.74,47.74,0.00,0.00,198.86,1856.06,2106
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,FA9871CP,MAD ANGLES RS.5 MASALA_FA9871CP,E24JUL19-200,,KG,55.08,219.25,213.11,219.25,226.62,5.00,12076.29,11738.15,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,338.14,0.00,0.00,338.14,338.14,0.00,0.00,1408.58,13146.73,2106
B23,10/08/2019,Credit 0 days,10/08/2019,21096057,ITC LIMITED,165791.61,17939.38,0.00,0.00,0.00,0.00,4642.17,0.00,4642.17,0.00,0.00,179088.83,G23,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029344,GrandTotal:,,,,,929.05,5319.54,5170.59,5319.54,5498.87,1882.00,165791.61,161149.45,58.80,0.00,0.00,0.00,0.00,0.00,0.00,58.80,4642.17,0.00,0.00,4642.17,4642.17,0.00,0.00,17939.38,179088.83
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4249A,CM FRUITEE FUN 280G PB_FC4249A,PHA120719-1141,,KG,35.28,136.93,133.10,136.93,141.53,50.00,4830.89,4695.63,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,135.26,0.00,0.00,135.26,135.26,0.00,0.00,563.48,5259.10,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4253A,CM FRUITEE FUN 840G PJ_FC4253A,PHA060719-1142,,KG,37.80,136.93,133.10,136.93,141.53,150.00,5175.95,5031.03,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,144.93,0.00,0.00,144.93,144.93,0.00,0.00,603.72,5634.75,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4259A,CM FRUITEE FUN 3472+168G JJ_FC4259A,PHA080719-1143,,KG,116.48,130.61,126.95,130.61,135.00,620.00,15213.45,14787.48,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,425.98,0.00,0.00,425.98,425.98,0.00,0.00,1774.50,16561.97,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4270A,CANDYMAN FRUITY DELITE 646G PJ PR_FC4270A,LDD110419-1144,,KG,19.38,207.75,201.93,207.75,214.73,170.00,4026.20,3913.46,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,112.73,0.00,0.00,112.73,112.73,0.00,0.00,469.62,4383.08,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4271,CANDYMAN FRUITY DELITE 3040G JJ_FC4271,LDD270119-1145,,KG,24.32,181.85,176.76,181.85,187.96,700.00,4422.59,4298.76,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,123.83,0.00,0.00,123.83,123.83,0.00,0.00,515.85,4814.61,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4410,CM CHOCO DOUBLE 380 G PB_FC4410,NEH030419-1146,,KG,14.44,188.31,182.93,192.15,199.13,100.00,2774.65,2641.47,2.80,3.84,0.00,0.00,3.84,55.49,55.49,2.80,77.69,0.00,0.00,77.69,133.18,0.00,0.00,475.46,3116.93,1806
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4410G,CM CHOCO ECLAIRS 418G+57GFR VO PB_FC4410G,NEH150519-1147,,KG,167.20,187.68,182.42,187.68,194.32,110.00,31380.10,30501.45,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,878.64,0.00,0.00,878.64,878.64,0.00,0.00,5490.26,35991.71,1806
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4421A,CM ECLAIRS 50P 270G PB_FC4421A,FEF130619-1148,,KG,22.68,139.17,135.19,142.01,146.76,50.00,3220.79,3066.18,2.80,2.84,0.00,0.00,2.84,64.42,64.42,2.80,90.18,0.00,0.00,90.18,154.60,0.00,0.00,367.94,3434.13,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4422N,CM 50P ECLAIRS 840G PJ_FC4422N,PEF090719X-1149,,KG,12.60,137.29,133.45,137.29,141.90,150.00,1729.85,1681.42,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,48.44,0.00,0.00,48.44,48.44,0.00,0.00,201.77,1883.19,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4423O,CM ECLAIRS 50P 3752+168G JUMBO PJ_FC4423O,PEF270219-1150,,KG,15.68,131.40,127.72,131.40,135.82,670.00,2060.35,2002.66,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,57.69,0.00,0.00,57.69,57.69,0.00,0.00,240.32,2242.98,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4426L,CM CHOCO ECLAIRS 760G PJ C_FC4426L,NEH040719-940,,KG,45.60,192.15,186.77,192.15,198.95,200.00,8762.04,8516.70,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,245.34,0.00,0.00,245.34,245.34,0.00,0.00,1533.01,10049.71,1806
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4441,CANDYMAN MILKY ECLAIRS 418+57G PB_FC4441,FEM080519-950,,KG,30.40,195.41,189.94,195.41,201.98,110.00,5940.46,5774.13,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,166.33,0.00,0.00,166.33,166.33,0.00,0.00,692.90,6467.03,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4651A,MINTO FRESH ASSORTED 2450G+350G JJ_FC4651A,LDA170319-960,,KG,44.80,197.44,191.91,197.44,204.07,700.00,8845.31,8597.64,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,247.67,0.00,0.00,247.67,247.67,0.00,0.00,1031.72,9629.36,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4652A,MINTO FRESH EUCA RE1 560+70G PJ TP_FC4652A,LDA240119-970,,KG,9.45,200.58,194.96,200.58,207.32,160.00,1895.48,1842.41,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,53.07,0.00,0.00,53.07,53.07,0.00,0.00,221.09,2063.50,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4660,CM CL CNDY GR+RI MGO 429+58.5G PB_FC4660,LDF020219-980,,KG,25.35,190.80,185.46,190.80,197.21,110.00,4836.78,4701.35,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,135.43,0.00,0.00,135.43,135.43,0.00,0.00,564.16,5265.51,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4671,CANDYMAN FANTASTIK 360G_FC4671,RSC140719-990,,KG,21.60,312.35,303.60,312.35,323.41,150.00,6746.76,6557.85,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,188.91,0.00,0.00,188.91,188.91,0.00,0.00,1180.41,7738.26,1905
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4812J,CANDYMAN CREME LACTO 900G PJ_FC4812J,QHJ190719-1000,,KG,14.40,170.84,166.06,170.84,176.58,200.00,2460.10,2391.21,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,68.88,0.00,0.00,68.88,68.88,0.00,0.00,286.95,2678.16,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4813I,CM CREME LACTO 3690G JJ+450G PB FR_FC4813I,QHJ240719-1010,,KG,16.56,156.43,152.05,156.43,161.69,820.00,2590.48,2517.95,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,72.53,0.00,0.00,72.53,72.53,0.00,0.00,302.15,2820.10,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4815A,CANDYMAN CREMELACTO 495+45GPB VO_FC4815A,QHJ080719-1020,,KG,29.16,171.32,166.52,171.32,177.08,110.00,4995.69,4855.81,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,139.88,0.00,0.00,139.88,139.88,0.00,0.00,582.70,5438.51,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4831A,CM TOFFICHOO STRAWBERRY 270GM PB_FC4831A,PTS250619-1030,,KG,11.34,142.01,138.03,142.01,146.78,50.00,1610.39,1565.30,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,45.09,0.00,0.00,45.09,45.09,0.00,0.00,187.84,1753.14,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4832A,CM TOFFICHOO STRAWBERRY 810GM PJ_FC4832A,PTS120719-1040,,KG,12.15,142.01,138.03,142.01,146.78,150.00,1725.42,1677.11,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,48.31,0.00,0.00,48.31,48.31,0.00,0.00,201.25,1878.36,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4838,CM DUOCHOO STRAWBERY 440+60G PB VO_FC4838,LTD080319-1050,,KG,14.00,185.64,180.44,185.64,191.88,110.00,2598.96,2526.19,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,72.77,0.00,0.00,72.77,72.77,0.00,0.00,303.14,2829.33,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4838A,CM DUOCHOO STRAWBERY 440+40G PB VO_FC4838A,LTD120419-1060,,KG,13.44,192.74,187.34,192.74,199.22,110.00,2590.43,2517.89,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,72.53,0.00,0.00,72.53,72.53,0.00,0.00,302.15,2820.04,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC4930A,MINTO GOL RE1 ASSORTED 700G PJ_FC4930A,LWA120419-1070,,KG,10.50,219.66,213.51,219.66,227.04,200.00,2306.43,2241.85,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,64.58,0.00,0.00,64.58,64.58,0.00,0.00,269.02,2510.87,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FC6103G,GUMON ASSORTED SB+SM PR 675G_FC6103G,NGA120719X-1080,,KG,24.30,243.39,236.58,243.39,252.01,225.00,5914.38,5748.77,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,165.60,0.00,0.00,165.60,165.60,0.00,0.00,1034.78,6783.55,1704
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FDB100205,WONDERZ MILK FRT N MILK MGO 200 ML_FDB100205,KBMA20F19-1130,,L,12.00,105.15,102.21,105.15,108.46,25.00,1261.80,1226.47,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,35.33,0.00,0.00,35.33,35.33,0.00,0.00,61.32,1287.79,0403
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FDB100400,WONDERZ MILK KESAR BDM NUTSKE200ML_FDB100400,KBKB21F19-1151,,L,120.00,147.21,143.09,147.21,151.85,35.00,17665.20,17170.57,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,494.63,0.00,0.00,494.63,494.63,0.00,0.00,858.53,18029.10,0402
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FJ0101107,BNATURAL NCT APPLE AWE 200ML_FJ0101107,B2AR080719-1220,,L,6.00,75.50,73.39,75.50,78.04,20.00,453.00,440.32,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,12.68,0.00,0.00,12.68,12.68,0.00,0.00,52.84,493.15,2202
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FJ0207107,BNATURAL NCT MIXED FRUIT MRY 200ML_FJ0207107,B2XR060719-1230,,L,24.00,75.50,73.39,75.50,78.04,20.00,1812.00,1761.26,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,50.74,0.00,0.00,50.74,50.74,0.00,0.00,211.35,1972.62,2202
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FJ0210107,BNATURAL NCT GUAVA GUSH 200ML_FJ0210107,B2GR220719-1240,,L,24.00,75.50,73.39,75.50,78.04,20.00,1812.00,1761.26,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,50.74,0.00,0.00,50.74,50.74,0.00,0.00,211.35,1972.62,2202
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FJ0223101,BNATURAL NCT HIMALAYAN MIXFT300ML_FJ0223101,KCHM27F19-1250,,L,28.80,100.66,97.84,100.66,104.04,40.00,2899.01,2817.84,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,81.17,0.00,0.00,81.17,81.17,0.00,0.00,338.14,3155.98,2202
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FJ0223201,BNATURAL NCT HIMALAYAN MXFRT750ML_FJ0223201,KDHM03G19-1260,,L,27.00,99.66,96.87,99.66,103.01,99.00,2690.82,2615.48,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,75.34,0.00,0.00,75.34,75.34,0.00,0.00,313.86,2929.33,2202
B24,10/08/2019,Credit 0 days,10/08/2019,21096058,ITC LIMITED,184688.13,23477.82,0.00,0.00,0.00,119.91,5171.27,0.00,5291.18,0.00,0.00,202874.77,G24,10/8/2019,Open,,,,,Intra,33AAACI5950L1ZH,33,33,C33AE20100029345,FJ0226101,BNATURAL NCT RATNAGIRI ALPHONSO300_FJ0226101,KCRA24F19-1270,,L,28.80,113.25,110.08,113.25,117.06,45.00,3261.60,3170.28,2.80,0.00,0.00,0.00,0.00,0.00,0.00,2.80,91.32,0.00,0.00,91.32,91.32,0.00,0.00,380.43,3550.71,2202
